original_code,normalized_id,city_state
HOG,1754,Miami, FL
MAO,1755,San Juan, PR
ROW,1756,Lafayette, IN
KSA,1757,Kosrae, Federated States of Micronesia
PAM,1758,Panama City, FL
NKX,1759,San Antonio, TX
DQK,1760,Alexandria, LA
CMW,1761,Camaguey, Cuba
EDF,1762,Anchorage, AK
SVW,1763,Sparrevohn, AK
PEI,1764,Pereira, Colombia
VER,1765,Houston, TX
N1C,1766,Cherry Point, NC
BFT,1767,Beaufort, SC
MTC,1768,Beaufort, SC
PIB,1769,Hattiesburg/Laurel, MS
SUU,1770,Fairfield, CA
TIK,1771,Fairfield, CA
NHK,1772,Patuxent River, MD
SKF,1773,Columbia, SC
LAW,1774,Lawton/Fort Sill, OK
BAD,1775,Shreveport, LA
SSC,1776,Sumter, SC
FFO,1777,Dayton, OH
OFF,1778,Omaha, NE
DMA,1779,Omaha, NE
APN,1780,Alpena, MI
SUX,1781,Beaumont/Port Arthur, TX
DOV,1782,Raleigh/Durham, NC
LWS,1783,Lewiston, ID
MAJ,1784,Guam, TT
MXL,1785,San Francisco, CA
XPL,1786,Comayagua, Honduras
LFI,1787,Greensboro/High Point, NC
HST,1788,Homestead, FL
LSF,1789,Camp Springs, MD
SC1,1790,Beaufort, SC
RQZ,1791,Mary Esther, FL
NQX,1792,Miami, FL
KWA,1793,Honolulu, HI
CUL,1794,Houston, TX
CTM,1795,Houston, TX
VAD,1796,Charlotte, NC
NBW,1797,Guantanamo, Cuba
SVN,1798,Evansville, IN
POB,1799,Miami, FL
BFK,1800,Aurora, CO
VRA,1801,Miami, FL
CLO,1802,Miami, FL
IFP,1803,Los Angeles, CA
RAC,1804,Racine, WI
MLM,1805,San Antonio, TX
HOW,1806,Balboa, Panama
RCA,1807,Rapid City, SD
LSV,1808,Rapid City, SD
WRI,1809,Fort Dix, NJ
TCM,1810,Alexandria, LA
MIB,1811,Rapid City, SD
DYS,1812,Abilene, TX
CWF,1813,Mattoon/Charleston, IL
BGA,1814,Bucaramanga, Colombia
AAL,1815,Newark, NJ
BON,1816,Bonaire, Bonaire, Sint Eustatius, and Saba
YQY,1817,Sydney, Canada
PAD,1818,Chicago, IL
RAR,1819,Kona, HI
PIO,1820,Orlando, FL
ZIH,1821,Ixtapa/Zihuatanejo, Mexico
CJS,1822,Laredo, TX
DGO,1823,Chicago, IL
UPN,1824,Uruapan, Mexico
OAX,1825,Oaxaca, Mexico
HUX,1826,Chicago, IL
CNS,1827,Dallas/Fort Worth, TX
HIB,1828,Minneapolis, MN
ABR,1829,Bullhead City, AZ
NOU,1830,Los Angeles, CA
SFJ,1831,Sondre Stromfjord, Greenland
GCK,1832,Denver, CO
FOD,1833,Fort Dodge, IA
CBR,1834,Houston, TX
NRN,1835,Fargo, ND
TDF,1836,Charlotte, NC
YOC,1837,Old Crow, Canada
ZXF,1838,Illinois Creek, AK
BKT,1839,Laredo, TX
POM,1840,Guam, TT
FOR,1841,Fortaleza, Brazil
JRF,1842,Kapolei, HI
ANX,1843,Andeness, Norway
1FL,1844,Titusville, FL
NPA,1845,Pensacola, FL
LGW,1846,London, United Kingdom
JNB,1847,Johannesburg, South Africa
VCP,1848,Sao Paulo, Brazil
ROR,1849,Guam, TT
CWL,1850,Cardiff, United Kingdom
VVI,1851,Dallas/Fort Worth, TX
DNA,1852,Anchorage, AK
TSV,1853,Townsville, Australia
SDJ,1854,Sendai, Japan
CPT,1855,Cape Town, South Africa
EIL,1856,Fairbanks, AK
ROZ,1857,Rota, Spain
COR,1858,Houston, TX
OOL,1859,Honolulu, HI
IWK,1860,Iwakuni, Japan
DOL,1861,Deauville, France
ANF,1862,Miami, FL
UBN,1863,Anchorage, AK
EVX,1864,Evreux, France
CHR,1865,Dallas/Fort Worth, TX
MHZ,1866,Mildenhall, United Kingdom
OKO,1867,Anchorage, AK
KUH,1868,Seattle, WA
RMS,1869,Dallas/Fort Worth, TX
MDZ,1870,Atlanta, GA
OSH,1871,Oshkosh, WI
BOM,1872,Mumbai, India
YTR,1873,Kansas City, MO
GDN,1874,Gdansk, Poland
EFD,1875,Indianapolis, IN
YJT,1876,Stephenville, Canada
VBG,1877,Lompoc, CA
ADL,1878,Adelaide, Australia
LEJ,1879,Cincinnati, OH
AGT,1880,Miami, FL
CWB,1881,Miami, FL
VIX,1882,Miami, FL
FLN,1883,Miami, FL
CFB,1884,Miami, FL
SJK,1885,Miami, FL
SSA,1886,Miami, FL
RES,1887,Miami, FL
CND,1888,Constanta, Romania
POZ,1889,Fort Drum, NY
IKV,1890,Dallas/Fort Worth, TX
YXS,1891,Prince George, Canada
CCP,1892,Miami, FL
GYD,1893,Baku, Azerbaijan
XCR,1894,Newark, NJ
UAM,1895,Anchorage, AK
OST,1896,Ostend, Belgium
SPM,1897,Fort Myers, FL
NTD,1898,Port Hueneme, CA
OSN,1899,Anchorage, AK
MCF,1900,Tampa, FL
XXT,1901,Polson, MT
HIK,1902,Honolulu, HI
FFD,1903,Fairford, United Kingdom
XXX,1904,Newport News/Hampton, VA
DRW,1905,Honolulu, HI
NSY,1906,Bangor, ME
PIK,1907,Chicago, IL
KOJ,1908,Anchorage, AK
QPG,1909,Anchorage, AK
MAR,1910,Houston, TX
NZY,1911,San Diego, CA
NIP,1912,Jacksonville, FL
EDW,1913,Chicago, IL
CAY,1914,Cayenne, French Guiana
AWK,1915,Wake Island, TT
GSB,1916,Goldsboro, NC
TSN,1917,Anchorage, AK
CGO,1918,Anchorage, AK
XIY,1919,Anchorage, AK
XMN,1920,Anchorage, AK
FVJ,1921,Los Angeles, CA
MCT,1922,Muscat, Oman
HES,1923,Muscat, Oman
BKK,1924,Bangkok, Thailand
ORB,1925,Orebro, Sweden
NIM,1926,New York, NY
PRN,1927,New York, NY
GRZ,1928,Graz, Austria
KWL,1929,Anchorage, AK
WUH,1930,Anchorage, AK
TUC,1931,Tucuman, Argentina
CHI,1932,Chicago, IL
DAC,1933,Guam, TT
CSX,1934,Changsha, China
ABJ,1935,Greer, SC
NJK,1936,Bangor, ME
WTN,1937,Bangor, ME
INS,1938,Bangor, ME
WRO,1939,Portsmouth, NH
NUW,1940,Whidbey Island, WA
IAB,1941,Wichita, KS
HFE,1942,Anchorage, AK
NGB,1943,Anchorage, AK
ADA,1944,Washington, DC
BAH,1945,Cincinnati, OH
YXY,1946,Whitehorse, Canada
NQY,1947,Newquay, United Kingdom
A52,1948,Silver Salmon Creek, AK
TOA,1949,Torrance, CA
A27,1950,Fairbanks, AK
VAV,1951,Pago Pago, TT
ALW,1952,Walla Walla, WA
FL4,1953,Bunnell, FL
9TX,1954,Center, TX
BOB,1955,Seattle, WA
MI7,1956,Teterboro, NJ
WSM,1957,Fairbanks, AK
AUO,1958,Auburn, AL
VOK,1959,Camp Douglas, WI
YMM,1960,Fort McMurray, Canada
SEM,1961,Selma, AL
A20,1962,Alpine, AK
TFU,1963,Chengdu, China
HRB,1964,Los Angeles, CA
UTP,1965,Utapao, Thailand
FOC,1966,Fuzhou, China
KOY,1967,Olga Bay, AK
A34,1968,Kodiak Island, AK
RBH,1969,Kulik Lake, AK
MAY,1970,Mangrove Cay, The Bahamas
FQQ,1971,Dry Bay, AK
IWO,1972,Guam, TT
CCS,1973,Caracas, Venezuela
FNC,1974,Funchal, Portugal
SHE,1975,Shenyang, China
TYN,1976,Los Angeles, CA
WUX,1977,Wuxi, China
CDR,1978,Denver, CO
TAB,1979,Tobago, Trinidad and Tobago
INC,1980,Anchorage, AK
SVG,1981,Houston, TX
YCL,1982,Charlo, Canada
NV5,1983,Gerlach, NV
TNA,1984,Jinan, China
AUH,1985,New York, NY
AMM,1986,Amman, Jordan
ADD,1987,New York, NY
ADZ,1988,San Andres Island, Colombia
NKG,1989,Anchorage, AK
TAS,1990,New York, NY
LFW,1991,Lome, Togo
BLR,1992,San Francisco, CA
RBN,1993,Fort Jefferson, FL
UGI,1994,Uganik, AK
KPR,1995,Port Williams, AK
WWP,1996,Whale Pass, AK
KCC,1997,Coffman Cove, AK
KXA,1998,Thorne Bay, AK
EDA,1999,Edna Bay, AK
PPV,2000,Port Protection, AK
HYG,2001,Hydaburg, AK
DOF,2002,Hydaburg, AK
WMK,2003,Meyers Chuck, AK
KPB,2004,Point Baker, AK
WHD,2005,Hyder, AK
ZNA,2006,Nanaimo, Canada
DHB,2007,Friday Harbor, WA
YIG,2008,Big Bay Marina, Canada
A38,2009,Molly Creek, AK
BC7,2010,Molly Creek, AK
CNM,2011,Carlsbad, NM
DMN,2012,Deming, NM
BC5,2013,Molly Creek, AK
YDS,2014,Desolation Sound, Canada
RBG,2015,Roseburg, OR
OR3,2016,Florence, OR
XXU,2017,Portland, OR
2WK,2018,Spokane, WA
CIU,2019,Sault Ste. Marie, MI
XWA,2020,Williston, ND
ZXC,2021,Gasquet, CA
MCK,2022,North Platte, NE
IMT,2023,Iron Mountain/Kingsfd, MI
DIK,2024,Dickinson, ND
FMN,2025,Durango, CO
GUP,2026,Gallup, NM
NM1,2027,Gallup, NM
XXP,2028,Sacramento, CA
EKA,2029,Redding, CA
UKI,2030,Eureka, CA
MLT,2031,Millinocket, ME
DDC,2032,Dodge City, KS
BOK,2033,Sacramento, CA
IYK,2034,Inyokern, CA
HUL,2035,Houlton, ME
SNS,2036,Oakland, CA
JST,2037,State College, PA
MDD,2038,Midland/Odessa, TX
UXK,2039,Sacramento, CA
EGP,2040,Eagle Pass, TX
TLR,2041,Tulare, CA
MN8,2042,Walker, MN
VEL,2043,Vernal, UT
JMS,2044,Jamestown, ND
LBL,2045,Liberal, KS
HYS,2046,Hays, KS
GCC,2047,Gillette, WY
DVL,2048,Devils Lake, ND
TYR,2049,Tyler, TX
TXK,2050,Texarkana, AR
RQI,2051,Nixon Fork Mine, AK
HOB,2052,Harlingen/San Benito, TX
TAM,2053,Tampico, Mexico
AXM,2054,Armenia, Colombia
CAP,2055,Fort Lauderdale, FL
MEC,2056,Miami, FL
FUK,2057,Fukuoka, Japan
NQA,2058,Millington, TN
YR1,2059,Molly Creek, AK
YGE,2060,Molly Creek, AK
XXY,2061,Sacramento, CA
TOR,2062,Torrington, WY
VWA,2063,Headland, AL
MYK,2064,May Creek, AK
MXY,2065,McCarthy, AK
HRO,2066,Memphis, TN
BRL,2067,Burlington, IA
ELD,2068,El Dorado, AR
MEO,2069,Manteo, NC
CIC,2070,Chico, CA
ALS,2071,Denver, CO
JBR,2072,Jonesboro, AR
IWD,2073,Chicago, IL
MSS,2074,Baltimore, MD
CEZ,2075,Phoenix, AZ
AIA,2076,Alliance, NE
HVR,2077,Billings, MT
DUJ,2078,Washington, DC
PDT,2079,Pendleton, OR
MAZ,2080,San Juan, PR
SPB,2081,Charlotte Amalie, VI
SSB,2082,Charlotte Amalie, VI
